Name;Url;Year/s;Certificate;Duration;Rating;Votes;
Identity;/title/tt1077358/;(I) (2007– );;90 min;6.5;12;
L'olla;/title/tt4290952/;(2014– );;;;;
Fora de sèrie;/title/tt6150322/;(2016–2017);;;;;
Cara B;/title/tt7624612/;(2005–2007);;;;;
Capital humà;/title/tt1893550/;(2002–2005);;;;;
Mar i cel;/title/tt5877282/;(2016 TV Movie);;118 min;;;
Glops;/title/tt5784720/;(2016– );;;;;
España es;/title/tt0444739/;(2005– );;30 min;;;
Crackovia Madrid;/title/tt1807158/;(2010);;;;;
Generación Tupper;/title/tt2590168/;(2012– );;;;;
Seen by Andre Thijssen;/title/tt9080252/;(2018 TV Movie);;61 min;;;
Ja t'ho faràs!;/title/tt3735320/;(2014– );;;;;
Fenómenos;/title/tt1069131/;(2007– );TP;75 min;5.3;7;
Pepe Blanco;/title/tt3702742/;(2012– );;;;;
Xarxàping;/title/tt1299529/;(2007– );13;26 min;;;
Madrid reta;/title/tt0386948/;(2003– );;50 min;;;
El ojo público del ciudadano;/title/tt1086806/;(2007– );;120 min;;;
Enemigos íntimos;/title/tt6511080/;(2010–2011);;;;;
Buenos días, España;/title/tt1892099/;(2002–2003);;;;;
Partidos;/title/tt2164477/;(2011– );;;;;
Atrapats pel cap d'any;/title/tt1165250/;(2007 TV Movie);;;5.8;6;
Quina Penya!;/title/tt2218194/;(2011);;;;;
Sue Marshall's Arctic Adventure;/title/tt4934362/;(2003 TV Movie);;;;;
40 Grados Norte: La Tierra del Lobo;/title/tt8685492/;(2015);;;;;
Memòries de l'atac;/title/tt5085114/;(2001 TV Movie);;;;;
Prepara't per a la TDT;/title/tt1458519/;(2009);;;;;
Un color nou;/title/tt1433260/;(2009– );;;;;
La Masia de 1907;/title/tt2933162/;(2007–2008);;;;;
No perdis el compàs!;/title/tt6908650/;(2017– );;;;;
16 jutges;/title/tt4500194/;(2015 TV Movie);;60 min;;;
Lo del FlooxShow;/title/tt6693926/;(2016– );;;;;
Más allá de la vida;/title/tt1790291/;(2010– );;;2.9;8;
Alto y claro;/title/tt0452066/;(2004– );;;;;
Aran Dance;/title/tt7974910/;(2010 TV Movie);;32 min;;;
Estat de Xoc;/title/tt1459022/;(2005–2007);18;60 min;;;
Tus Derechos 2.0;/title/tt1853452/;(2011– );;7 min;;;
Generació 2.1;/title/tt2201641/;(2011– );;;;;
Tres en joc;/title/tt1248912/;(2000– );;;;;
TV-Show Órbita Laika;/title/tt4248244/;(2014– );;;;;
Habitación 623;/title/tt0786794/;(2006– );;50 min;;;
Paraísos;/title/tt1576446/;(2009 TV Movie);;75 min;;;
Y el mundo cambió;/title/tt2638734/;(2012– );;;;;
Monumentos en venta 52 minutos;/title/tt3718848/;(2013–2014);;;;;
Don Juan Itinerante;/title/tt2172873/;(2000 TV Movie);;;;;
Deus Ez Da Perfektua;/title/tt5189418/;(2013– );;;;;
Next;/title/tt3682762/;(2010– );;;;;
Detectiu;/title/tt13980942/;(2006–2007);;;;;
La Caja Deluxe;/title/tt1987896/;(2011– );;;;;
Abierto al mediodía;/title/tt3214366/;(2013– );;;;;
Be Youth Self, Making Of;/title/tt3884284/;(2014– );;;;;
El Flyer;/title/tt7623622/;(2005–2007);;;;;
Pasolini, el poeta en la playa;/title/tt0287626/;(2000 TV Movie);;55 min;;;
La tarde en 24 horas;/title/tt2019341/;(2010– );;;;;
Andaluces por el Mundo;/title/tt13926934/;(2006– );;;;;
La casa de tu vida;/title/tt0407371/;(2004– );;120 min;2.6;21;
Sábado noche;/title/tt0759336/;(2006);;120 min;;;
El show de Teresa Cuesta;/title/tt5596900/;(2016– );;;;;
Los más buscados;/title/tt0969017/;(2007– );;30 min;;;
El rusc;/title/tt1508077/;(2009);;;;;
La gent normal;/title/tt5455568/;(2016–2017);;;;;
Moses und Aron;/title/tt0902310/;(2006 TV Movie);;112 min;8.8;9;
La Lupa de la Actualidad;/title/tt5514408/;(2010– );;;;;
Los últimos paraísos;/title/tt0823405/;(2000– );;52 min;;;
Cam On;/title/tt10090132/;(2019– );;;;;
No estamos locos;/title/tt1212046/;(2008– );;25 min;;;
Lluís Llach Unplugged;/title/tt0994832/;(2007 TV Movie);;30 min;;;
Entre cien fuegos;/title/tt0906585/;(2002 TV Movie);;97 min;;;
Cielo con Diamantes;/title/tt11682574/;(2014 TV Movie);;;;;
Polifonia basca;/title/tt7119878/;(2017 TV Movie);;64 min;;;
Xixón Glaya!;/title/tt7609152/;(2017– );;;;;
Ecoembes: ¿Dónde te lo dejo?;/title/tt4195238/;(2012– );;;;;
Balas de plata;/title/tt1213723/;(2008);;70 min;;;
Tres en raya;/title/tt0939816/;(2007– );;120 min;;;
Actua;/title/tt2575414/;(2012– );;;;;
Consumo Cuidado;/title/tt7214630/;(2012– );;;;;
Suicide;/title/tt6982136/;(2017 TV Movie);;62 min;;;
Secuestrados en Georgia;/title/tt0326126/;(2003 TV Movie);;;4.4;8;
Apples;/title/tt1634097/;(2007–2008);;14 min;7.4;9;
10 cites;/title/tt1300861/;(2008– );;16 min;;;
Amigos de Sangre;/title/tt8641160/;(2013– );;;;;
Pipol In Da House;/title/tt8422624/;(2018– );;;;;
Art for Change;/title/tt7836638/;(2019– );;;8.3;6;
Somos unha potenzia;/title/tt0856149/;(2006– );;90 min;;;
Seduccion en Miami;/title/tt1835630/;(2009– );;;;;
A ciencia cierta;/title/tt1931620/;(2001– );;;;;
Mocland;/title/tt3209384/;(2006– );;;;;
Negro oscuro;/title/tt7126002/;(2001 TV Movie);;40 min;;;
El sacapuntas;/title/tt1594398/;(2008– );;;;;
Jugamos en casa;/title/tt4897744/;(2015– );;;;;
28F, Una cita con la historia;/title/tt10111842/;(2018 TV Movie);;;;;
Meteo alerta cartagena;/title/tt7239308/;(2016– );;;;;
Espías en Hollywood;/title/tt1711367/;(2010 TV Movie);;;;;
Cultura con ñ;/title/tt1926497/;(2001– );;;;;
La senda de los zingaros;/title/tt0823535/;(2001 TV Movie);;52 min;;;
Acrobacia Lírica;/title/tt3386038/;(2013 TV Movie);;25 min;;;
La Super Patrulla en Auto City;/title/tt13301368/;(2018);;;;;
Made in China;/title/tt0487306/;(2005– );;50 min;4.2;14;
La silla;/title/tt0375448/;(2002– );;50 min;;;
Al teu servei;/title/tt2052091/;(2003–2004);;;;;
Sálvese quien pueda;/title/tt0471520/;(2005– );;120 min;;;
Limite 30;/title/tt1871671/;(2005– );;;;;
Retratos;/title/tt11549700/;(2008–2009);;30 min;;;
Autoteràpia;/title/tt11034702/;(2019– );;;;;
Grau-Garriga amb cinc de groc i quatre de vermell;/title/tt4524666/;(2011 TV Movie);;;;;
Passat particular;/title/tt2071141/;(2011);;;;;
Ibiza Rocks;/title/tt2284011/;(2008– );;;;;
L'estiu en directe;/title/tt0470649/;(2005);;;;;
Ki-kids: Magik Tunnel;/title/tt4678790/;(2004– );;;;;
Pilar & Friends;/title/tt13735490/;(2020– );;;;;
Evolució;/title/tt2014609/;(2008–2009);;;;;
Yak-42;/title/tt0475790/;(2005 TV Movie);;85 min;;;
Maracaná Alemania 06;/title/tt0488356/;(2005–2006);;120 min;;;
Tricotosas;/title/tt2228725/;(2012);;;;;
Reyes y estrellas;/title/tt2172963/;(2012 TV Movie);;137 min;;;
Eirado;/title/tt1730262/;(2009– );;;;;
Catalunya negra;/title/tt1402438/;(2006 TV Movie);;;;;
Bravo por Extremadura;/title/tt0828655/;(2006– );;45 min;;;
Los ojos de Belén;/title/tt11181792/;(2012– );;;;;
La verbena de la peseta;/title/tt0450192/;(2001 TV Movie);;60 min;8.2;7;
L'illa del tresor;/title/tt0494913/;(2005–2007);;;;;
Bcn Re.Set;/title/tt5549592/;(2014 TV Movie);;54 min;7.4;10;
El humor de tu vida;/title/tt0437008/;(2004– );;90 min;;;
Parella de 3;/title/tt2119829/;(2007– );;;;;
Hazte un selfi;/title/tt6427316/;(2016–2017);;;;;
Anecdotari - Històries singulars;/title/tt1513055/;(2008–2009);;25 min;;;
Esto no es serio, ¿o sí?;/title/tt2773006/;(2007– );;;;;
360 grados;/title/tt1298817/;(2007– );TP;120 min;;;
Menú cap de setmana;/title/tt4345274/;(2014–2015);;25 min;;;
Ruedo ibérico;/title/tt0424712/;(2004– );;120 min;;;
Enlaces reales de los Borbones;/title/tt0922416/;(2004 TV Movie);;102 min;;;
El retrovisor;/title/tt6468544/;(2017– );;;;;
El programa de moda;/title/tt0843438/;(2006– );;45 min;;;
Gala Drag Queen 2012;/title/tt13086948/;(2012 TV Movie);;150 min;;;
Metro a metro;/title/tt0424684/;(2004– );;30 min;;;
A martabela;/title/tt1636676/;(2009– );;;;;
La Liga 2019-2020;/title/tt16793372/;(2019–2020);;;;;
Víctimas del misterio: el asesino de la baraja;/title/tt8238978/;(2018– );;;;;
El Escarabajo Verde;/title/tt13612728/;(2019–2020);;;;;
Tropos;/title/tt2615824/;(2013– );;;;;
Lo mejor de cada casa;/title/tt2103211/;(2006 TV Movie);;;;;
Guardianes de habitat;/title/tt2812070/;(2000– );;29 min;;;
Mudança;/title/tt3580172/;(2013 TV Movie);;;;;
Veus d'una generació;/title/tt2946738/;(2013 TV Movie);;52 min;;;
La mano encima;/title/tt1402519/;(2001 TV Movie);;;;;
La señora. La mujer en los años 20;/title/tt1220693/;(2008 TV Movie);;;;;
Mujer 10;/title/tt2019398/;(2001– );;;;;
1.000 maneres de menjar-se un ou;/title/tt2493418/;(2013 TV Movie);13;88 min;;;
MotoGP Club;/title/tt2029793/;(2007– );;;;;
Falsa culpable;/title/tt0444106/;(2005 TV Movie);;90 min;6.8;10;
Abierto por la mañana;/title/tt0417297/;(2004– );;;;;
El debate;/title/tt0424623/;(2004–2005);;120 min;;;
Gourmet & Tips;/title/tt8443856/;(2017– );;;;;
Revolution: Empieza por ti;/title/tt8163372/;(2017);;;;;
Individuo Zero: 114;/title/tt7248846/;(2013 TV Movie);;;;;
Exportando juntos;/title/tt3718970/;(2013– );;;;;
Copa del Rey 2013-2014;/title/tt10839666/;(2013–2014);;90 min;;;
El club de Pizzicato;/title/tt1543270/;(2009– );;;;;
Les teves cançons;/title/tt1235868/;(2000– );;;;;
A terceira póla;/title/tt1796392/;(2008 TV Movie);;;;;
Veterinaris;/title/tt1856625/;(2000–2004);;;;;
La extraña pareja;/title/tt2927740/;(2000 TV Movie);;115 min;7.4;5;
O clan dos impostores;/title/tt2393358/;(2012– );;;;;
Pintores da vangarda histórica galega;/title/tt0796898/;(2000– );;;;;
Materia reservada;/title/tt11117226/;(2011–2013);;;;;
Música en serie;/title/tt1820554/;(2010 TV Movie);;;;;
DNOiSE Street Marketing;/title/tt5798448/;(2012– );;;;;
Campeonato de España de Póker CEP;/title/tt2194809/;(2006– );12;55 min;8.8;11;
Mad in Spain;/title/tt7160056/;(2017);12;;;;
La Liga 2016-2017;/title/tt16744248/;(2016–2017);;;;;
Buenas noticias TV;/title/tt1955323/;(2003– );;;;;
En mil segundos;/title/tt5129692/;(2015 TV Movie);;;;;
Götterdammerung;/title/tt2368889/;(2009 TV Movie);;280 min;;;
Música ligerísima: Música popular española 1968-1978;/title/tt5191114/;(2014– );;720 min;;;
Mi carrera en la iglesia;/title/tt0996961/;(2007 TV Movie);;;;;
Telestrès;/title/tt0456802/;(2003–2004);;30 min;;;
Com va la vida?;/title/tt2102632/;(2011– );;;;;
Eva y Kolegas: Webisodios;/title/tt3554862/;(2008– );;;;;
Rec;/title/tt0382475/;(2003–2004);;60 min;6.0;5;
¿Perdona?;/title/tt10553462/;(2012–2014);;;;;
Vides de pel.lícula;/title/tt0438746/;(2003– );;60 min;;;
Blanc sobre Blanc;/title/tt4524644/;(2014–2015);;;;;
Gafas e Pallaso;/title/tt6831698/;(2015– );;;;;
Asqueadas;/title/tt15690230/;(2011–2012);;;;;
Bobinas;/title/tt0843395/;(2006– );;25 min;;;
Comecaminos;/title/tt1972939/;(2007– );;;;;
Cinephilia;/title/tt15450102/;(2019– );;25 min;;;
Trece badaladas;/title/tt1414429/;(2009– );;25 min;;;
Don Giovanni;/title/tt5794336/;(2002 TV Movie);;156 min;;;
Lluitant per la vida;/title/tt2571950/;(2012 TV Movie);;66 min;;;
Jordi Pujol, 80 anys;/title/tt1679601/;(2010 TV Movie);;57 min;;;
Levántate;/title/tt10450280/;(2015);;200 min;;;
Sexes en guerra;/title/tt1508178/;(2009);;;;;
Cadena urbana;/title/tt0483339/;(2005);;30 min;;;
Indicis;/title/tt3738766/;(2007– );;;;;
La Ambiciosa de Marbella;/title/tt1883819/;(2011– );;60 min;;;
Veterinaris;/title/tt1848724/;(2011– );;;;;
Ruta Oeste;/title/tt6582456/;(2011–2012);;;;;
Funcionarios;/title/tt2711852/;(2013– );;;6.3;12;
We Love Tamara;/title/tt3112434/;(2013– );;;;;
El laberinto de la memoria;/title/tt2052365/;(2007– );;;;;
Ya es mediodía;/title/tt8480908/;(2018– );;;;;
Déu, amb accent;/title/tt4304354/;(2014 TV Movie);;66 min;;;
ADN Galego;/title/tt12191036/;(2017–2019);;;;;
La historia de Juan;/title/tt7004316/;(2002 TV Movie);;;;;
Lletra petita;/title/tt2690764/;(2013);;;;;
Aquí hai praia;/title/tt8118586/;(2015– );;;;;
La vida en un día;/title/tt1970976/;(2000–2002);;;;;
Zarah: La Serie;/title/tt13232188/;(2019 TV Movie);12;;;;
Suite 203;/title/tt3380998/;(2014– );;;;;
La vida és vella;/title/tt4513370/;(2000– );;;;;
E agora que?;/title/tt4366972/;(2015– );;30 min;;;
Viajeros Cuatro;/title/tt15068102/;(2018– );;;;;
Zapping Comando;/title/tt0887996/;(2006– );;12 min;;;
Qarenta;/title/tt12264420/;(2020– );;;;;
Las Suxi;/title/tt11416164/;(2019– );;;3.6;10;
Els diaris de Pascal;/title/tt1212037/;(2008– );;;;;
Aprendemos en Clan;/title/tt14859600/;(2020– );;30 min;;;
Tota La Veritat Sobre 2020;/title/tt15141386/;(2020 TV Movie);;;;;
Popstars;/title/tt0374445/;(I) (2002– );;120 min;3.1;20;
Woody Allen: la vida y nada más;/title/tt0284659/;(2000 TV Movie);;50 min;7.5;19;
Camins;/title/tt2167719/;(2012 TV Movie);;52 min;;;
D-Calle;/title/tt0903749/;(2006–2007);;;4.6;5;
Càsting;/title/tt1247750/;(2000– );;;;;
Que What;/title/tt4828880/;(2014 TV Movie);;23 min;;;
Científics valencians;/title/tt0815043/;(2006– );;;;;
Per contra;/title/tt0922182/;(2006– );;;;;
Lo que cuenta es el final;/title/tt8584690/;(2014 TV Movie);;;;;
Galicia en pé de festa;/title/tt1682493/;(2006– );;;;;
Immiguiants;/title/tt1606428/;(2009– );;15 min;;;
Boscos endins - Making of;/title/tt1179257/;(2007 TV Movie);;30 min;;;
Ládrame mucho;/title/tt2019388/;(2009– );;;;;
Tabula Rasa;/title/tt2172564/;(2012– );;;;;
Jaume Plensa;/title/tt1821471/;(2009 TV Movie);;;;;
Cibernatura;/title/tt1736771/;(2001– );;;;;
O sal da terra;/title/tt0480937/;(2000 TV Movie);;;;;
El Mito De Gang;/title/tt5094816/;(2010–2012);;;;;
Cara o cruz;/title/tt2000731/;(2000–2001);;;;;
Alta tensión;/title/tt15170418/;(2021);;;;;
Aigua, infern, cel;/title/tt2747394/;(2012 TV Movie);;52 min;;;
25, mucho que ver contigo;/title/tt3397732/;(2013– );;;;;
El cine sale del armario;/title/tt0315403/;(2000 TV Movie);;;;;
Infiltrados;/title/tt2219727/;(2002– );;;;;
Conexión Almería;/title/tt7960916/;(2015 TV Movie);;;;;
Lugar de Encuentro;/title/tt3184522/;(2001 TV Movie);;25 min;;;
Ritmes del cor;/title/tt4229072/;(2014 TV Movie);;34 min;;;
Objetivo Salud;/title/tt4286082/;(2014– );7;;;;
El club de los 5;/title/tt4913508/;(2015– );;;;;
El viaje de Ibrahima;/title/tt1402587/;(2000 TV Movie);;;;;
Pillados;/title/tt0887989/;(2006– );;25 min;;;
Feito con Cabeza;/title/tt10732420/;(2019– );;;;;
Feliz Año Neox;/title/tt13678450/;(2011– );;;;;
Vies parallèles, une chronique des années cinquante;/title/tt14866158/;(2010 TV Movie);;51 min;;;
k7;/title/tt2202347/;(2009– );;;;;
Despechados;/title/tt5033230/;(2013–2014);;;7.9;8;
Operación Eurovisión 2004;/title/tt2276624/;(2004– );;;;;
Tren de Medianoche;/title/tt5537558/;(2002– );;60 min;;;
World Cities 3D: Rome;/title/tt2795920/;(2011– );;;;;
(S)avis;/title/tt1213168/;(2008– );;;;;
Els meus pares;/title/tt11738772/;(2018–2020);;;;;
Terra d'oportunitats;/title/tt3019650/;(2012 TV Movie);;56 min;;;
Increíbles: el gran desafío;/title/tt2946312/;(2013– );;;;;
Estadio 1;/title/tt5284594/;(2015– );;;;;
Nexos;/title/tt1470789/;(I) (2009– );;51 min;;;
En un lugar de Manhattan;/title/tt1167833/;(2007 TV Movie);;;;;
Menta y chocolate;/title/tt0374423/;(2003– );;150 min;;;
Tal cual lo contamos;/title/tt1309404/;(2008– );;;;;
Wagner: Lohengrin;/title/tt2701780/;(2006 TV Movie);;200 min;;;
Soy Cámara: David Domingo. Cheap Ploys;/title/tt8176396/;(2016 TV Movie);;24 min;;;
9 de cada 10;/title/tt1200933/;(2008– );;;;;
La memoria rescatada;/title/tt11725634/;(2019–2020);;;;;
What the ....!;/title/tt11464266/;(2019– );;;9.1;11;
La Pecera;/title/tt15238010/;(2011 TV Movie);;;;;
Por arte de magia;/title/tt3188904/;(2013);A;77 min;;;
Collita pròpia;/title/tt3819504/;(2014–2015);;;;;
Agosto del 34;/title/tt5066590/;(2015 TV Movie);;32 min;;;
Monseñor Romero: el mártir de la verdad;/title/tt8850880/;(2015 TV Movie);;;;;
Los mejores años;/title/tt1405462/;(2009– );;120 min;;;
Folie à deux;/title/tt1365557/;(2009 TV Movie);;75 min;;;
¿Juegas o qué?;/title/tt10450702/;(2019– );;50 min;;;
En memoria de Pepe Rubianes;/title/tt1456853/;(2009 TV Movie);;89 min;;;
Davis Cup: Road to the Finals;/title/tt7320046/;(2009 TV Movie);;;;;
Rafael Gómez. El andaluz que liberó París;/title/tt12091500/;(2019 TV Movie);;56 min;;;
¿Cómo lo ves?;/title/tt7490728/;(2017);;;;;
Magnífics;/title/tt15026502/;(2018–2020);;;;;
The Rich flavored Co-op: Sunflowers, Bringing Sunshine to the Village;/title/tt5478378/;(2015 TV Movie);;104 min;;;
Aida;/title/tt2266516/;(2003 TV Movie);;186 min;8.1;7;
Fantasvilloso;/title/tt10158350/;(2007– );;15 min;;;
I.T. Dansa: Siguiendo los pasos;/title/tt1893259/;(2008 TV Movie);;;;;
Jokebox;/title/tt2394535/;(2011– );;;7.7;31;
Quédate conmigo;/title/tt0383138/;(2000– );;90 min;;;
El Piso;/title/tt2375606/;(2010– );;;;;
Soy lo que como;/title/tt0940849/;(2007– );;50 min;;;
Tienes 1 minuto;/title/tt12506952/;(2011);;;;;
Tot fent... Ventdelplà;/title/tt1475432/;(2009 TV Movie);;;;;
Eurocanción;/title/tt0439361/;(2000–2001);;;;;
Picalletres;/title/tt0799716/;(2006– );;;;;
Tiempo al tiempo;/title/tt0373633/;(2001–2002);;120 min;;;
Si tu vas al cel (amb patinet);/title/tt2627408/;(2012– );;;;;
La madre de mi marido;/title/tt0469458/;(2004 TV Movie);;90 min;;;
Sydney Pollack y la generación del compromiso;/title/tt0308954/;(2001 TV Movie);;;;;
Las lágrimas de Michelle;/title/tt1808246/;(2006 TV Movie);;42 min;;;
Hey Conser!;/title/tt5612360/;(2013–2014);;4 min;;;
Cassavetes: Claroscuro americano;/title/tt0308092/;(2001 TV Movie);;;;;
Asunto Reiner;/title/tt1433762/;(2009 TV Movie);;91 min;;;
La respuesta está en la historia;/title/tt2080801/;(2011–2012);TP;;;;
Fora De Serie: Drisel Moukarrabe;/title/tt13890928/;(2015 TV Movie);;;;;
Honorato - El día que me dio por robar un cuadro;/title/tt3622190/;(2011 TV Movie);;22 min;;;
A medias;/title/tt0329803/;(2002);;45 min;6.2;7;
¡Cuando Puedas!;/title/tt12241352/;(2008–2014);;;;;
El Arte se da la mano;/title/tt6218638/;(2016– );;;;;
Gitanos de Buenos Aires;/title/tt5724448/;(2011 TV Movie);;58 min;;;
El mapa de Carlos;/title/tt2006103/;(2011 TV Movie);;60 min;;;
Calidoscopi Montalbán;/title/tt2467594/;(2012 TV Movie);;55 min;;;
Enermanos;/title/tt2071748/;(2010–2012);;598 min;;;
Músics contra el dolor;/title/tt0922526/;(2006 TV Movie);;25 min;;;
Los Años Brillantes;/title/tt2092677/;(2009– );;87 min;;;
Todos en casa;/title/tt12011496/;(2020– );TP;60 min;;;
Fly Music;/title/tt7229840/;(2005–2008);;;;;
El concursazo;/title/tt0899211/;(2007 TV Movie);;;;;
La guerra de la independencia en Andalucía;/title/tt1807369/;(2008– );;50 min;;;
Informe T67;/title/tt4757578/;(2015 TV Movie);;;;;
Todos con la copla;/title/tt2022244/;(2003– );;;;;
Entremeses;/title/tt16532792/;(2009–2010);;;;;
Uno de los nuestros;/title/tt3241648/;(2013);;;;;
Katia Kabanova;/title/tt2653704/;(2008 TV Movie);;108 min;;;
El ejército de los pobres;/title/tt0366406/;(2002 TV Movie);;66 min;;;
Generación XXI;/title/tt0497680/;(2003– );;50 min;;;
Somiar un país, construir un somni;/title/tt3655494/;(2014 TV Movie);;56 min;;;
Retrasmisión del Mundial de Fórmula 1 2005;/title/tt2029882/;(2005– );;;;;
Reporteiros;/title/tt2667884/;(2009– );;;;;
La Ruta Heraclea;/title/tt3723040/;(2009–2010);;;;;
La caja;/title/tt1509008/;(2009– );;55 min;;;
Colón al descubierto;/title/tt1119203/;(2007– );;;;;
Inèdits;/title/tt15342780/;(2018– );;;;;
Pinkfong! Tiburon Bebe y Animales;/title/tt12987448/;(2016);;;;;
Programa Inesperat (PI);/title/tt8203278/;(2017– );;;;;
Nicholas Nixon;/title/tt13723680/;(2017 TV Movie);;;;;
Lag;/title/tt3784290/;(2013– );;;;;
Dilluns Clapés;/title/tt0772455/;(2005– );;;;;
Temps era temps;/title/tt1248911/;(2000– );;;;;
Inmaterial;/title/tt4955798/;(2015 TV Movie);;;;;
Empieza el espectáculo;/title/tt0821841/;(2006– );;120 min;;;
Zamorranadas;/title/tt7712646/;(2010–2014);7;7 min;;;
13mil;/title/tt5377156/;(2015– );;;;;
Dalí, emperador de l'acció;/title/tt4182346/;(2014 TV Movie);;;;;
I Love New York;/title/tt0338118/;(2002 TV Movie);;52 min;;;
Morancos 007;/title/tt0945474/;(2007– );;90 min;;;
Perquè ningú no oblidi el teu nom;/title/tt0477355/;(2007 TV Movie);;;;;
Tengo un amigo que;/title/tt15842356/;(2018– );;;;;
El dia de demà;/title/tt7147746/;(2017);;;;;
L'hotel dels dofins;/title/tt1884337/;(2007 TV Movie);;30 min;;;
A pelo;/title/tt2343881/;(2006–2007);;;;;
Contou Rosalía;/title/tt9637900/;(2018 TV Movie);;;;;
Viva Luisa;/title/tt2202309/;(2008– );;;;;
Emergències;/title/tt6137898/;(2016– );;;;;
Famílies;/title/tt8617510/;(2018– );;;;;
Superdoctores;/title/tt1977556/;(2011– );;;;;
Madrid opina;/title/tt0870874/;(2006– );;100 min;;;
El Compromiso;/title/tt5535778/;(2005– );;120 min;;;
28F. Un día en la historia;/title/tt9714768/;(2017 TV Movie);;;;;
Death in Venice;/title/tt12517736/;(2008 TV Movie);;152 min;;;
Air Galicia;/title/tt1003221/;(2007– );;30 min;7.7;18;
Shalakabula;/title/tt0759252/;(2006– );;120 min;;;
L'aprenent;/title/tt2135512/;(2011–2013);;;;;
